"datset_id","name","handle","lat","long","state","age_type","bacon","amb_rise","pol_age_min","pol_age_max","gc_age_min","gc_age_max","reason","new","state2","x","y","set.year"
13057,"Camp Lake","CAMPLAKE",45.40595,-95.39015,"minnesota","Calendar years BP",TRUE,FALSE,-27,381,-30,94,NA,NA,"minnesota",54770.3976843801,1053373.83261386,1856
14270,"Bass Lake","BASSK",45.19932,-94.878745,"minnesota","Calendar years BP",TRUE,TRUE,77,1173,-42,1100,NA,NA,"minnesota",90982.3483906685,1024720.70558696,1857
14403,"Lake Sallie","SALLIE",46.77186,-95.896225,"minnesota","Calendar years BP",TRUE,TRUE,-18,135,-20,70,NA,NA,"minnesota",39523.7422069894,1209660.75208467,1870
14435,"Johnson Lake","MNPPJL",45.44376,-95.272065,"minnesota","Calendar years BP",TRUE,TRUE,-26,450,-30,90,NA,NA,"minnesota",64521.7856262943,1056154.65291163,1856
14535,"Lily Lake","LILY",44.19291,-93.63978,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,69,652,-45,710,NA,NA,"minnesota",172806.603751008,900362.916952259,1854
14537,"Kelly-Dudley Lake","KELLYDUD",44.354435,-93.365935,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,17,7180,-38,5700,NA,NA,"minnesota",196745.946548147,915414.927218457,1854
14539,"Martha Lake","MARTHA",45.141805,-93.73915,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,89,3841,-44,2580,NA,NA,"minnesota",178686.46401102,1006111.62596011,1855
19316,"Norwood","NORPOL",44.709298,-93.926793,"minnesota","Calibrated radiocarbon years BP",FALSE,FALSE,12483,15388,NA,NA,NA,NA,"minnesota",157704.064582115,960322.960096071,1855
14626,"Minnreg","MINNREG",44.693385,-93.3212,"minnesota","Calendar years BP",TRUE,TRUE,43,753,-42,800,NA,NA,"minnesota",204994.092643534,952398.525767773,1854
14631,"Amber Lake","AMBER",43.60715,-94.473645,"minnesota","Calendar years BP",TRUE,TRUE,85,965,-43,864,NA,NA,"minnesota",97770.6557846897,844749.98277805,1854
14633,"Camp Lake","CAMP",45.16204,-94.0929,"minnesota","Calendar years BP",TRUE,TRUE,102,1537,-43,1550,NA,NA,"minnesota",151459.501589684,1012019.10822585,1856
14635,"Crystal Lake","CRYSTAL",44.333485,-93.212125,"minnesota","Calendar years BP",TRUE,TRUE,62,1815,-44,1910,NA,NA,"minnesota",208606.184523449,911575.845994256,1854
14637,"Fish Lake","FISHL",44.229535,-93.665425,"minnesota","Calendar years BP",TRUE,TRUE,87,826,-42,760,NA,NA,"minnesota",171303.258385007,904668.670269736,1854
14639,"Fish Lake","FISHS",44.65162,-93.460155,"minnesota","Calendar years BP",TRUE,TRUE,183,1710,-44,1780,NA,NA,"minnesota",193496.337612673,949170.937198225,1855
14641,"Eagle Lake","EAGLEL",44.808755,-93.93439,"minnesota","Calendar years BP",TRUE,TRUE,87,1974,-45,1680,NA,NA,"minnesota",158575.794273149,971375.84276955,1855
14643,"Lake Emily, Northeast Basin","EMILY_NE",44.313795,-93.914375,"minnesota","Calendar years BP",TRUE,TRUE,27,839,-45,930,NA,NA,"minnesota",152853.918780473,916560.285063892,1854
14645,"Fuller Lake","FULLER",45.421695,-94.075455,"minnesota","Calendar years BP",TRUE,TRUE,52,1718,-43,1900,NA,NA,"minnesota",156698.403940334,1040482.08819966,1856
14839,"Lake Mina","LAKEMINA",45.89346,-95.47561,"minnesota","Varve years BP",NA,NA,50,830,NA,NA,NA,NA,"minnesota",56393.7345068953,1108037.22067588,1861
20311,"Elk Lake","ELKGR-89",45.8668,-95.80385,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,-39,6425,-39,80,NA,NA,"minnesota",30803.9316649491,1109009.43546265,1866
15167,"Elk Lake","MNCLEB",47.18919,-95.21787,"minnesota","Calendar years BP",TRUE,TRUE,-28,182,-28,80,NA,NA,"minnesota",97540.3846250611,1247722.5106476,1878
15168,"Elk Lake","MNCLEC",47.18919,-95.21787,"minnesota","Calendar years BP",TRUE,TRUE,-28,128,-28,80,NA,NA,"minnesota",97540.3846250611,1247722.5106476,1878
15169,"Elk Lake","MNCLE4",47.18919,-95.21787,"minnesota","Calendar years BP",TRUE,TRUE,-24,168,-28,80,NA,NA,"minnesota",97540.3846250611,1247722.5106476,1878
15219,"Elk Lake","MNCLED",47.18919,-95.21787,"minnesota","Calendar years BP",TRUE,TRUE,-18,100,-20,60,NA,NA,"minnesota",97540.3846250611,1247722.5106476,1878
15269,"Elk Lake","MNCLEL",47.18919,-95.21787,"minnesota","Calendar years BP",TRUE,TRUE,12,158,58,169,NA,NA,"minnesota",97540.3846250611,1247722.5106476,1878
15228,"St. Clair Lake","MNBCSC",46.80338,-95.88068,"minnesota","Calendar years BP",TRUE,TRUE,-18,126,-20,80,NA,NA,"minnesota",41243.7975616644,1212941.49212861,1870
15252,"Ozawindib Lake","MNCLSQ",47.22823,-95.27284,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,-19,935,-23,790,NA,NA,"minnesota",94074.418584051,1252639.05704606,1874
15254,"Little Horseshoe Lake","MNCHLH",45.590765,-93.06903,"minnesota","Calendar years BP",TRUE,TRUE,-27,313,-30,70,NA,NA,"minnesota",236972.432076886,1049095.51006458,1854
15256,"Cora Lake","MNOTCL",46.165285,-95.32412,"minnesota","Calendar years BP",TRUE,TRUE,-26,401,-29,80,NA,NA,"minnesota",72526.2581222338,1136196.64939661,1871
15266,"Tamarack Lake","MNCVTL",44.87385,-93.63464,"minnesota","Calendar years BP",TRUE,TRUE,-27,111,-27,100,NA,NA,"minnesota",182979.152403488,975467.605857048,1855
15270,"LaSalle Lake","MNHBLS",47.33732,-95.16525,"minnesota","Varve years BP",TRUE,FALSE,-14,223,-14,223,NA,NA,"minnesota",103914.683005904,1263443.83081385,1879
15273,"Saint Olaf Lake","MNWSSO",43.90284,-93.417225,"minnesota","Calendar years BP",TRUE,TRUE,-27,195,-29,95,NA,NA,"minnesota",186355.283264272,866078.761291319,1854
15281,"Williams Lake","WILLIAMJ",46.95391,-94.66923,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,-10,10978,-39,7680,NA,NA,"minnesota",134911.885127013,1215770.97350908,1870
15294,"Long Lake","MNHNLL",44.988845,-93.556405,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,-27,2902,-29,2477,NA,NA,"minnesota",190736.788508905,987371.703300735,1855
15318,"Wolsfeld Woods Marsh","MNHNWB",45.00373,-93.574555,"minnesota","Calibrated radiocarbon years BP",TRUE,TRUE,-25,1503,-25,905,NA,NA,"minnesota",189531.962237401,989198.010662575,1855
15403,"Deep Lake","DEEPLAKE",47.683805,-95.398395,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,143,8214,-40,10700,NA,NA,"minnesota",92323.5740506272,1304199.96394336,1891
15965,"Qually Pond","QUALLY",47.683165,-96.20294,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,1379,12281,-12,11740,NA,NA,"minnesota",32711.6729677821,1313513.21086836,1872
15985,"Itasca Bison Kill Site","ITASCALC",47.19285,-95.2339,"minnesota","Calendar years BP",FALSE,FALSE,3575,8664,NA,NA,NA,NA,"minnesota",96401.2504811991,1248305.57227712,1875
15989,"Itasca Bison Kill Site","ITASCAMB",47.19285,-95.2339,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,9825,10685,9360,9690,NA,NA,"minnesota",96401.2504811991,1248305.57227712,1875
15992,"Itasca Bison Kill Site","ITASCAMC",47.19285,-95.2339,"minnesota","Calibrated radiocarbon years BP",FALSE,FALSE,7688,8899,NA,NA,NA,NA,"minnesota",96401.2504811991,1248305.57227712,1875
15998,"Itasca Bison Kill Site","ITASCAMD",47.19285,-95.2339,"minnesota","Calibrated radiocarbon years BP",FALSE,FALSE,3147,7419,NA,NA,NA,NA,"minnesota",96401.2504811991,1248305.57227712,1875
16002,"Itasca Bison Kill Site","ITASCAT2",47.19285,-95.2339,"minnesota","Calibrated radiocarbon years BP",FALSE,FALSE,5484,7033,NA,NA,NA,NA,"minnesota",96401.2504811991,1248305.57227712,1875
17396,"Steel Lake","STEELMN",46.973155,-94.68138,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,-50,12289,-50,41190,NA,NA,"minnesota",134301.508074151,1218022.94818831,1870
19834,"Fox Lake","FOXMN",43.6774,-94.698115,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,-11,9120,-52,8220,NA,NA,"minnesota",80958.8465220942,855029.950242677,1858
17947,"Little Shingobee Lake","LITSHING",46.994015,-94.694575,"minnesota","Calibrated radiocarbon years BP",TRUE,FALSE,2441,12831,-48,16230,NA,NA,"minnesota",133638.745123474,1220464.21913455,1870
19812,"Madelia","MADELIA",44.0833333333333,-94.4166666666667,"minnesota","Radiocarbon years BP",TRUE,FALSE,9273,13793,9300,12650,NA,NA,"minnesota",109657.907712817,896579.162401865,1854
3131,"Hell's Kitchen Lake","HELLSKIT",46.183333,-89.7,"wisconsin","Radiocarbon years BP",NA,NA,-10,2046,NA,NA,NA,NA,"wisconsin",503320.187251428,1088350.3016923,1851
3473,"Lake Mary","LAKEMARY",46.25,-89.9,"wisconsin","Radiocarbon years BP",TRUE,FALSE,200,10345,200,9460,NA,NA,"wisconsin",488570.756536589,1097003.30085841,1851
287,"Blue Mounds Creek","BLUMOUND",43.083333,-89.866667,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,10322,0,10485,NA,NA,"wisconsin",462142.995999269,745549.409074632,1850
313,"Brown Lake","BROWNLK",45.783333,-89.483333,"wisconsin","Radiocarbon years BP",FALSE,FALSE,-31,80,NA,NA,NA,NA,"wisconsin",516515.641425951,1042627.89496804,1851
333,"Camp 12 Lake","CAMP12LK",45.986111,-89.375,"wisconsin","Radiocarbon years BP",FALSE,FALSE,-33,177,NA,NA,NA,NA,"wisconsin",526619.417391358,1064495.48933806,1851
546,"Dark Lake","DARKLAKE",45.275,-91.475,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,994,0,930,NA,NA,"wisconsin",356758.938046272,1000213.39674261,1851
681,"Denton Lake","DENTONLK",45.85,-89.316667,"wisconsin","Radiocarbon years BP",FALSE,FALSE,-33,118,NA,NA,NA,NA,"wisconsin",529975.097248364,1049040.87155962,1851
684,"Devils Lake","DEVILSWI",43.4178,-89.73205,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,13614,0,12580,NA,NA,"wisconsin",476056.304345733,781730.52752116,1834
700,"Disterhaft Farm Bog","DISTER59",43.916944,-89.166944,"wisconsin","Radiocarbon years BP",FALSE,FALSE,699,13840,NA,NA,NA,NA,"wisconsin",525722.182500445,833581.658372948,1846
3081,"Disterhaft Farm Bog","DISTRHFT",43.916944,-89.166944,"wisconsin","Radiocarbon years BP",TRUE,FALSE,500,13955,104,12520,NA,NA,"wisconsin",525722.182500445,833581.658372948,1846
806,"Ernst Brother's Pit","ERNSTPIT",43.233056,-88.041944,"wisconsin","Radiocarbon years BP",FALSE,FALSE,7646,13409,NA,NA,NA,NA,"wisconsin",611223.514634631,751638.506981175,1834
860,"Gass Lake","GASS",44.05,-87.733333,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,15612,0,11760,NA,NA,"wisconsin",641295.111114483,840927.292239302,1832
1004,"Hansen Marsh","HANSEN",43.439585,-89.670815,"wisconsin","Radiocarbon years BP",TRUE,FALSE,-15,14000,-15,10735,NA,NA,"wisconsin",481187.673336712,783748.448672664,1834
1151,"Iola Bog","IOLABOG",44.5,-89.116944,"wisconsin","Radiocarbon years BP",FALSE,FALSE,117,11676,NA,NA,NA,NA,"wisconsin",534454.635219339,897998.139891735,1846
1447,"Kellys Hollow","KELLHOL1",45.3,-90.35,"wisconsin","Radiocarbon years BP",TRUE,FALSE,-29,10000,-29,9590,NA,NA,"wisconsin",444723.936510177,994596.812470678,1851
3452,"Kellys Hollow","KELLHOL2",45.3,-90.35,"wisconsin","Radiocarbon years BP",TRUE,FALSE,-29,10730,-29,6580,NA,NA,"wisconsin",444723.936510177,994596.812470678,1851
1448,"Kellners Lake","KELLNERS",44.238056,-87.848056,"wisconsin","Radiocarbon years BP",TRUE,FALSE,-23,14094,-26,13970,NA,NA,"wisconsin",633325.771426097,862337.871520861,1834
1643,"Little Pine Lake","LITTLPIN",45.283333,-91.483333,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,779,0,690,NA,NA,"wisconsin",356204.519762,1001203.00791986,1851
3781,"Stewart's Dark Lake","STWDARK2",45.3,-91.45,"wisconsin","Radiocarbon years BP",TRUE,FALSE,482,10649,1770,10570,NA,NA,"wisconsin",358990.45751041,1002782.54917153,1851
1735,"Lake Mendota","MENDOTAC",43.1,-89.416667,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,11469,0,11770,NA,NA,"wisconsin",498782.725726672,744488.118802167,1832
3488,"Lake Mendota","MENDOTAD",43.1,-89.416667,"wisconsin","Radiocarbon years BP",TRUE,FALSE,75,14136,0,10990,NA,NA,"wisconsin",498782.725726672,744488.118802167,1832
1840,"Otto Mielke Lake","OTTOMLK",45.933333,-89.625,"wisconsin","Radiocarbon years BP",FALSE,FALSE,-32,286,NA,NA,NA,NA,"wisconsin",506876.123818467,1060139.45436709,1851
2011,"Radtke Lake","RADTKE",43.4,-88.1,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,11483,0,11460,NA,NA,"wisconsin",607640.258110912,770452.920813728,1834
2309,"Ruby Lake","RUBYLAKE",45.283333,-91.458333,"wisconsin","Radiocarbon years BP",NA,NA,-15,916,NA,NA,NA,NA,"wisconsin",358152.22691493,1001003.07517974,1851
2355,"Seidel","SEIDEL01",44.45,-87.515556,"wisconsin","Radiocarbon years BP",TRUE,FALSE,8420,12930,8680,11620,NA,NA,"wisconsin",661058.891804945,884429.934372421,1834
3620,"Seidel","SEIDEL02",44.45,-87.515556,"wisconsin","Radiocarbon years BP",TRUE,FALSE,32,11227,0,116,NA,NA,"wisconsin",661058.891804945,884429.934372421,1834
2624,"Tamarack Creek","TAMARACK",44.15,-91.45,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,4500,0,4410,NA,NA,"wisconsin",345952.20752275,875441.466510828,1846
3035,"Wood Lake","WOODLAKE",45.333333,-90.083333,"wisconsin","Radiocarbon years BP",TRUE,FALSE,0,13101,0,13000,NA,NA,"wisconsin",465839.290126148,996486.90656434,1851
13060,"Adeline Lake","ADELINE",46.30235,-91.166,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-54,2080,-61,3860,NA,NA,"wisconsin",392090.017961711,1111623.90980303,1851
13069,"Elevenses Lake","ELEVENS",46.3815,-91.4935,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-54,2090,-55,3410,NA,NA,"wisconsin",367932.922498393,1122918.95384117,1851
13071,"Eska Lake","ESKALAKE",45.19145,-90.608,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-35,2135,-60,3200,NA,NA,"wisconsin",423500.653024989,984376.704735822,1851
13073,"Fallison Lake","FALLISON",45.9915,-89.62075,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-51,2138,-55,7010,NA,NA,"wisconsin",507717.032464717,1066569.93619601,1851
14446,"Hell Hole Lake","HELLHOLE",45.786565,-92.21898,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-50,1967,-54,3779,NA,NA,"wisconsin",305160.267847258,1063039.71313583,1851
15302,"Emrick Lake","EMRICK",43.800155,-89.59428,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-54,11113,-54,11600,NA,NA,"wisconsin",490520.692090984,823240.980232732,1846
15460,"Adventure Lake","ADVENTUR",46.089,-91.939,"wisconsin","Calendar years BP",TRUE,TRUE,-54,100,-54,100,NA,NA,"wisconsin",330395.301727178,1094136.40917019,1851
15463,"Benach Lake","BENACH",45.9275,-92.256,"wisconsin","Calendar years BP",TRUE,TRUE,-54,100,-54,100,NA,NA,"wisconsin",304059.576896767,1078954.87904159,1851
15477,"BlueJ Lake","BLUEJ",46.405,-91.525,"wisconsin","Calendar years BP",TRUE,TRUE,-55,100,-55,100,NA,NA,"wisconsin",365795.55829206,1125770.01259895,1851
15478,"Brozie Lake","BROZIE",45.959335,-92.10745,"wisconsin","Calendar years BP",TRUE,TRUE,-51,100,-51,100,NA,NA,"wisconsin",315880.047973587,1081202.58188829,1851
15479,"Camp Two Lake","CAMPTWO",46.50045,-91.4105,"wisconsin","Calendar years BP",TRUE,TRUE,-54,100,-54,100,NA,NA,"wisconsin",375616.480586395,1135446.48213104,1851
15489,"Ferry Lake","FERRY01",46.013,-92.125,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-48,1992,-50,2237,NA,NA,"wisconsin",315188.811033062,1087291.30315203,1851
15740,"Hemlock Lake","HEMLOCK",46.3073,-91.19829,"wisconsin","Calibrated radiocarbon years BP",TRUE,TRUE,-32,10717,-32,9230,NA,NA,"wisconsin",389673.231228143,1112417.10958905,1851
15882,"Warner Lake","WARNERWI",46.11935,-92.03985,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-52,1836,-54,1910,NA,NA,"wisconsin",323024.389672972,1098340.70496084,1851
15925,"Lake O' Pines","OPINES",46.140435,-89.2553,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-38,11704,-46,11050,NA,NA,"wisconsin",537134.106781938,1080933.5334749,1851
16129,"Lima Bog","LIMABOG",42.78895,-88.8432,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-20,14226,-30,10180,NA,NA,"wisconsin",542898.840346621,706581.819907846,1834
17304,"Capitola Lake","CAPITOLA",45.519575,-89.55507,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-6,9557,-35,6970,NA,NA,"wisconsin",508662.180766656,1013784.05727267,1851
17387,"Beaver Lake","BEAVERWI",44.919595,-88.15694,"wisconsin","Radiocarbon years BP",TRUE,TRUE,-30,5103,-30,5290,NA,NA,"wisconsin",613359.974285349,939510.585123773,1851
19931,"Lone Star Lake","LONESTAR",45.932,-92.365,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-49,2055,-52,3710,NA,NA,"wisconsin",295730.496329594,1080402.15787447,1851
19933,"Lily Lake","LILY04",45.901,-92.273,"wisconsin","Calibrated radiocarbon years BP",TRUE,FALSE,-52,2184,-54,3820,NA,NA,"wisconsin",302421.025745146,1076170.02534929,1851
205,"Andrus Lake","ANDRUSLK",46.7,-85.040278,"michigan:north","Radiocarbon years BP",FALSE,FALSE,-33,141,NA,NA,NA,NA,"michigan:north",863209.432089076,1127463.09342948,1834
332,"Camp 11 Lake","CAMP11LK",46.666667,-88.016667,"michigan:north","Radiocarbon years BP",TRUE,FALSE,0,10355,0,10200,NA,NA,"michigan:north",635928.718785106,1133028.27880558,1851
369,"Chippewa Bog","CHIPPEWA",43.123889,-83.241111,"michigan:south","Radiocarbon years BP",TRUE,FALSE,797,10024,1200,9540,NA,NA,"michigan:south",1000611.10445441,727904.138714734,1840
532,"Cub Lake","CUB2",44.7,-84.958333,"michigan:south","Radiocarbon years BP",TRUE,FALSE,23,9354,20,8220,NA,NA,"michigan:south",864728.728170992,904696.221088265,1851
679,"Demont Lake","DEMONTLK",43.48,-85,"michigan:south","Radiocarbon years BP",TRUE,FALSE,0,11500,0,11410,NA,NA,"michigan:south",858474.955393812,769048.302064685,1840
847,"Frains Lake","FRAINSLK",42.33,-83.63,"michigan:south","Radiocarbon years BP",TRUE,FALSE,0,17665,10,12570,NA,NA,"michigan:south",968573.108404928,639739.734765968,1840
982,"Green Lake","GREENLK",44.883333,-85.116667,"michigan:south","Radiocarbon years BP",TRUE,FALSE,200,12765,-22,14015,NA,NA,"michigan:south",852677.801437792,925377.280339732,1846
1524,"Kitchner Lake","KITCHNER",45.666667,-87.455,"michigan:north","Radiocarbon years BP",TRUE,FALSE,-21,11019,-30,9470,NA,NA,"michigan:north",672949.509957926,1019436.6768787,1850
1580,"Lake Sixteen","LAKE16",45.6,-84.316667,"michigan:south","Radiocarbon years BP",TRUE,FALSE,2206,11769,0,10690,NA,NA,"michigan:south",916824.523410113,1004006.81918117,1851
1581,"Lake 27","LAKE27",45.066667,-84.783333,"michigan:south","Radiocarbon years BP",TRUE,FALSE,100,3263,116,3350,NA,NA,"michigan:south",879352.164766854,945226.540184882,1834
1665,"Lost Lake","LOSTLAKE",46.719435,-87.97207,"michigan:north","Radiocarbon years BP",TRUE,FALSE,0,10036,0,116,NA,NA,"michigan:north",639675.130018375,1138692.68012836,1834
1725,"McNearny Lake","MCNRNY2A",46.427222,-84.958333,"michigan:north","Radiocarbon years BP",FALSE,FALSE,-23,241,NA,NA,NA,NA,"michigan:north",868818.865848848,1096960.03898316,1834
3485,"McNearny Lake","MCNRNY3A",46.427222,-84.958333,"michigan:north","Radiocarbon years BP",FALSE,FALSE,-23,157,NA,NA,NA,NA,"michigan:north",868818.865848848,1096960.03898316,1834
3486,"McNearny Lake","MCNRNY4A",46.427222,-84.958333,"michigan:north","Radiocarbon years BP",FALSE,FALSE,-27,340,NA,NA,NA,NA,"michigan:north",868818.865848848,1096960.03898316,1834
2318,"Ryerse Lake","RYERSE",46.131944,-85.179167,"michigan:north","Radiocarbon years BP",TRUE,FALSE,603,8923,870,8960,NA,NA,"michigan:north",851088.323532608,1064473.6633024,1834
2586,"Spirit Lake","SPIRIT",46.47,-86.958333,"michigan:north","Radiocarbon years BP",TRUE,FALSE,-20,11767,-20,11060,NA,NA,"michigan:north",715663.596791599,1106890.75250386,1846
3831,"Vestaburg Bog","VESTABRG",43.416667,-84.883333,"michigan:south","Radiocarbon years BP",TRUE,FALSE,0,20200,0,110,NA,NA,"michigan:south",867757.996674814,761807.193165803,1840
2961,"Wintergreen Lake","WINTERGR",42.4,-85.383333,"michigan:south","Radiocarbon years BP",TRUE,FALSE,-20,12786,-20,13195,NA,NA,"michigan:south",824316.939037802,649775.618102449,1840
3032,"Wolverine Lake","WOLVERIN",46.429167,-85.661111,"michigan:north","Radiocarbon years BP",TRUE,FALSE,100,10115,-30,9980,NA,NA,"michigan:north",814916.936097577,1098559.14002839,1851
3047,"Yellow Dog Pond","YELLOWDG",46.75,-87.95,"michigan:north","Radiocarbon years BP",TRUE,FALSE,0,9137,0,9100,NA,NA,"michigan:north",641555.746466062,1141991.47852379,1851
15682,"Canyon Lake","CANYONMI",46.833333,-87.921389,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,-10,11320,-20,9725,NA,NA,"michigan:north",644273.759966366,1151127.39944288,1834
12001,"Little Dollar Lake","LTDOLLAR",46.186,-85.3082,"michigan:north","Radiocarbon years BP",TRUE,FALSE,-20,6000,-29,5890,NA,NA,"michigan:north",841291.721500651,1070737.91816573,1834
13047,"Irwin Smith Bog","IRWINSMT",45.0265,-83.61,"michigan:south","Calibrated radiocarbon years BP",TRUE,FALSE,-22,7213,-60,6090,NA,NA,"michigan:south",971569.65197355,939666.976445116,1834
13097,"Glimmerglass Lake","GLIMML1",46.21517,-89.32082,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,52,11678,-43,11173,NA,NA,"michigan:north",532722.847691788,1089610.9794462,1846
14410,"Tower Lake","TOWER1",46.542635,-86.037795,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,1697,8775,-54,7904,NA,NA,"michigan:north",786467.312931123,1112121.26841985,1846
14443,"Tower Lake","TOWER4",46.542635,-86.037795,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,-18,457,-55,464,NA,NA,"michigan:north",786467.312931123,1112121.26841985,1846
14889,"Tower Lake","TOWER6",46.542635,-86.037795,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,532,1683,-56,1796,NA,NA,"michigan:north",786467.312931123,1112121.26841985,1846
17993,"Tower Lake","TOWER7",46.542635,-86.037795,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,2113,2203,-56,2220,NA,NA,"michigan:north",786467.312931123,1112121.26841985,1846
14933,"Nelson Lake","NELSONMI",46.2287,-85.380295,"michigan:north","Calibrated radiocarbon years BP",TRUE,TRUE,-46,6901,-46,6710,NA,NA,"michigan:north",835863.525509686,1075635.78525994,1834
15032,"Mud Lake","MUDLKMI",47.129415,-88.3169877777778,"michigan:north","Calibrated radiocarbon years BP",TRUE,TRUE,-49,10316,-49,8700,NA,NA,"michigan:north",616273.445463919,1185852.88006616,1834
15035,"Lily Lake","LILYMI",47.911995,-89.0908,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,1057,10259,-42,9420,NA,NA,"michigan:north",564110.659326013,1276716.31642269,1860
15309,"East Soldier Lake","ESOLDIER",46.34668,-84.857625,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,12,9469,-29,8450,NA,NA,"michigan:north",876365.341825624,1087833.89398106,1846
15311,"Guard Lake","GUARD",46.12683,-84.77968,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,451,2939,-28,2785,NA,NA,"michigan:north",881887.585231888,1063240.78861531,1834
15316,"Trout Lake Bog","TROUTLBG",46.205,-85.0215,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,-29,3870,-29,3325,NA,NA,"michigan:north",863427.274612898,1072326.38602139,1834
15487,"Cowden Lake","COWDEN",43.35538,-85.3568,"michigan:south","Calibrated radiocarbon years BP",TRUE,FALSE,156,2344,-54,2546,NA,NA,"michigan:south",829285.21773871,755885.196745783,1840
15492,"Hicks Lake","HICKSMI",44.022755,-85.283325,"michigan:south","Calibrated radiocarbon years BP",TRUE,FALSE,70,2672,-54,2714,NA,NA,"michigan:south",837112.832158633,829948.108209159,1846
15511,"Morrison Lake","MORRIMI",42.861,-85.2115,"michigan:south","Calibrated radiocarbon years BP",TRUE,FALSE,107,2247,-54,2055,NA,NA,"michigan:south",839706.616478904,700634.171402516,1840
15660,"Buck Lake","BUCKMI",46.520515,-86.35387,"michigan:north","Calibrated radiocarbon years BP",TRUE,TRUE,-34,8393,-33,5700,NA,NA,"michigan:north",762185.589125341,1110547.27199743,1834
15916,"Kerr Lake","KERRMI",46.24378,-89.2758,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,865,8621,-44,7520,NA,NA,"michigan:north",536419.435648654,1092527.03758413,1846
15919,"Crooked Lake","CROOKEDN",46.24525,-89.29409,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,-12,10136,-44,10110,NA,NA,"michigan:north",535027.607643422,1092795.90634843,1846
20695,"Crooked Lake","CROOKEDR",46.24525,-89.29409,"michigan:north","Calibrated radiocarbon years BP",FALSE,FALSE,-41,57,NA,NA,NA,NA,"michigan:north",535027.607643422,1092795.90634843,1846
20697,"Crooked Lake","CROOKEDU",46.24525,-89.29409,"michigan:north","Calibrated radiocarbon years BP",FALSE,FALSE,-40,76,NA,NA,NA,NA,"michigan:north",535027.607643422,1092795.90634843,1846
15922,"Jay Lake","JAYLAKE",46.23435,-89.28155,"michigan:north","Calibrated radiocarbon years BP",TRUE,FALSE,36,10360,-46,9280,NA,NA,"michigan:north",535899.267002219,1091513.12959678,1846
17404,"Lorraine Lake","LORRAINE",46.144685,-86.48299,"michigan:north","Radiocarbon years BP",TRUE,TRUE,-30,10120,-30,10806,NA,NA,"michigan:north",750618.70196745,1069122.08637935,1834
17406,"Penegor Lake","PENEGOR",46.61506,-88.86036,"michigan:north","Radiocarbon years BP",TRUE,TRUE,-35,8670,-35,9565,NA,NA,"michigan:north",571203.154526436,1131454.95606632,1846
20397,"South Rhody peatland","SRHODY",46.565795,-86.0752,"michigan:north","Calibrated radiocarbon years BP",TRUE,TRUE,-41,10416,-50,10559,NA,NA,"michigan:north",783695.506894711,1114798.56475289,1846
