id,pub.type,year,citation,chron,dsid
7707,Journal Article,2009,"Teed, R.E., C.E. Umbanhowar, and P. Camill. 2009. Multiproxy lake sediment records at the northern and southern boundaries of the Aspen Parkland region of Manitoba, Canada. The Holocene 19(6):937-948. [DOI: 10.1177/0959683609336569]",Calibrated radiocarbon years BP,15138
7707,Journal Article,2009,"Teed, R.E., C.E. Umbanhowar, and P. Camill. 2009. Multiproxy lake sediment records at the northern and southern boundaries of the Aspen Parkland region of Manitoba, Canada. The Holocene 19(6):937-948. [DOI: 10.1177/0959683609336569]",Calibrated radiocarbon years BP,15140
7733,Authored Report,1963,"Karrow, P.F. 1963. Pleistocene geology of the Hamilton-Galt area. Geological Report 16, Ontario Department of Mines, Ottawa, Ontario, Canada.",Calibrated radiocarbon years BP,15203
7738,Journal Article,2001,"Bennett, J.R., B.F. Cumming, P.R. Leavitt, M. Chiu, J.P. Smol, and J. Szeicz. 2001. Diatom, pollen, and chemical evidence of postglacial climatic change at Big Lake, south-central British Columbia, Canada. Quaternary Research 55:332-343.",Calibrated radiocarbon years BP,15214
7741,Journal Article,2003,"Rosenberg, S.M., I.R. Walker, and R.W. Mathewes. 2003. Postglacial spread of hemlock (Tsuga) and vegetation history in Mount Revelstoke National Park, British Columbia, Canada. Canadian Journal of Botany 81:139-151.",Calibrated radiocarbon years BP,15232
7760,Journal Article,1994,"Klassen, R.W. 1994. Late Wisconsinan and Holocene history of southwestern Saskatchewan. Canadian Journal of Earth Science 31:1822-1837.",Calibrated radiocarbon years BP,15272
7762,Book Chapter,1997,"Hebda, R.J., and G.B. Allen. 1997. Late Quaternary paleoecology of Brooks Peninsula.R.J. Hebda and J.C. Haggarty, editors. Brooks Peninsula: An Ice Age Refugium on Vancouver Island. Occasional Paper No 5. B.C. Parks.",Calibrated radiocarbon years BP,15276
7536,Doctoral Dissertation,2001,"Doner, L.A. 2001. Late Holocene paleolimnology and paleoclimatology from sub-arctic lakes in Nunavut, Canada and Iceland. Doctoral dissertation. University of Colorado, Boulder, Colorado, USA.",Varve years BP,15282
7500,Doctoral Dissertation,2006,"Galloway, J.M. 2006. Post-glacial climate and vegetation change in the Seymour-Belize Inlet complex, central coastal British Columbia, Canada. Doctoral dissertation. Carleton University, Ottawa, Ontario, Canada.",Calibrated radiocarbon years BP,15284
7770,Journal Article,2008,"Teller, J.T., Z. Yang, M. Boyd, W.M. Buhay, K. McMillan, H.J. Kling, and A.M. Telka. 2008. Postglacial sedimentary record and history of West Hawk Lake crater, Manitoba. Journal of Paleolimnology 40(2):661-668.",Calibrated radiocarbon years BP,15286
7771,Other Authored,1997,"Hebda, R.J. 1997.",Calibrated radiocarbon years BP,15288
7474,Journal Article,2002,"Miller, G.H., A.P. Wolfe, E.J. Steig, P.E. Sauer, M.R. Kaplan, and J.P. Briner. 2002. The Goldilocks dilemma: big ice, little ice, or 'just-right' ice in the Eastern Canadian Arctic. Quaternary Science Reviews 21:33-48.",Calibrated radiocarbon years BP,15320
7785,Journal Article,1996,"Clague, J.J., and R.W. Mathewes. 1996. Neoglaciation, glacier-dammed lakes, and vegetation change in northwestern British Columbia, Canada. Arctic and Alpine Research 28:10-24.",Calibrated radiocarbon years BP,15323
7793,Master's Thesis,1991,"Keenan, T.J. 1991. Late-Quaternary history of Black Spruce and grasslands in southwest Yukon Territory. Master's thesis. University of New Brunswick, Fredericton, New Brunsiwck, Canada.",Calibrated radiocarbon years BP,15333
7799,Journal Article,2002,"Spooner, I.S., D. Mazzucchi, G. Osborn, R. Gilbert, and I. Larocque. 2002. A multi-proxy holocene record of environmental change from the sediments of Skinny Lake, Iskut region, northern British Columbia, Canada. Journal of Paleolimnology 28:419-431.",Calibrated radiocarbon years BP,15342
7785,Journal Article,1996,"Clague, J.J., and R.W. Mathewes. 1996. Neoglaciation, glacier-dammed lakes, and vegetation change in northwestern British Columbia, Canada. Arctic and Alpine Research 28:10-24.",Calibrated radiocarbon years BP,15359
467,Master's Thesis,1979,"Hazell, S. 1979. Late quaternary vegetation and climate of the Dunbar Valley, British Columbia. Master's thesis. University of Toronto, Toronto, Ontario, Canada.",Calibrated radiocarbon years BP,15369
7818,Journal Article,2000,"Wolfe, A.P., B. Frechette, P.J.H. Richard, G.H. Miller, and S.L. Forman. 2000. Paleoecology of a >90,000-year lacustrine sequence from Fog Lake, Baffin Island, Arctic Canada. Quaternary Science Reviews 19:1677-1699.",Calibrated radiocarbon years BP,15392
7793,Master's Thesis,1991,"Keenan, T.J. 1991. Late-Quaternary history of Black Spruce and grasslands in southwest Yukon Territory. Master's thesis. University of New Brunswick, Fredericton, New Brunsiwck, Canada.",Calibrated radiocarbon years BP,15399
7839,Journal Article,2005,"Finkelstein, S.A., M.C. Peros, and A.M. Davis. 2005. Late Holocene paleoenvironmental change in a Great Lakes coastal wetland: integrating pollen and diatom datasets. Journal of Paleolimnology 33:1-12.",Calibrated radiocarbon years BP,15415
7842,Journal Article,2003,"Mazzucchi, D., I.S. Spooner, R. Gilbert, and G. Osborn. 2003. Reconstruction of Holocene climate change using multiproxy analysis of sediments from Pyramid Lake, British Columbia, Canada. Arctic, Antarctic, and Alpine Research 35(4):520-529.",Calibrated radiocarbon years BP,15420
7788,Doctoral Dissertation,1978,"Cawker, K.B. 1978. Historical dynamics of Artemisia Tridentata Nutt. in southern British Columbia. Doctoral dissertation. Simon Fraser University, Burnaby, British Columbia, Canada.",Varve years BP,15426
7908,Journal Article,1993,"Mott, R.J., and R.R. Stea. 1993. Late-glacial (Allerod/ Younger Dryas) buried organic deposits, Nova Scotia, Canada. Quaternary Science Reviews 12:645-657.",Calibrated radiocarbon years BP,15752
7220,Journal Article,2005,"Bell, T., J.B. Macpherson, and M.A.P. Renouf. 2005. Late prehistoric human impact on Bass Pond, Port au Choix. Newfoundland and Labrador Studies 20(1):107-129.",Calibrated radiocarbon years BP,15462
460,Authored Report,1979,"Lowdon, J.A., and W. Blake, Jr. 1979. Geological Survey of Canada radiocarbon dates XIX. Paper 79-7, Geological Survey of Canada.",Calibrated radiocarbon years BP,15564
7865,Journal Article,1995,"Hansen, B.C.S. 1995. Conifer stomate analysis as a paleoecological tool: an example from the Hudson Bay Lowlands. Canadian Journal of Botany 73:244-252.",Calibrated radiocarbon years BP,15597
7864,Journal Article,2004,"Glaser, P.H., B.C.S. Hansen, D.I. Siegel, A.S. Reeve, and P.J. Morin. 2004. Rates, pathways and drivers for peatland development in the Hudson Bay Lowlands, northern Ontario, Canada. Journal of Ecology 92:1036-1053.",Calibrated radiocarbon years BP,15630
7865,Journal Article,1995,"Hansen, B.C.S. 1995. Conifer stomate analysis as a paleoecological tool: an example from the Hudson Bay Lowlands. Canadian Journal of Botany 73:244-252.",Calibrated radiocarbon years BP,15635
7892,Doctoral Dissertation,1999,"Heinrichs, M.L. 1999. A late-Quaternary paleoecological analysis in the Engelmann Spruce-Subalpine Fir biogeoclimatic zone of the Okanagan/Ashnola region, British Columbia, Canada. Doctoral dissertation. University of Victoria, Victoria, British Columbia, Canada.",Calibrated radiocarbon years BP,15667
7907,Journal Article,1969,"Nichols, H. 1969. The late Quaternary history of vegetation and climate at Porcupine Mountain and Clearwater Bog, Manitoba. Arctic and Alpine Research 1(3):155-167.",Calibrated radiocarbon years BP,15700
7908,Journal Article,1993,"Mott, R.J., and R.R. Stea. 1993. Late-glacial (Allerod/ Younger Dryas) buried organic deposits, Nova Scotia, Canada. Quaternary Science Reviews 12:645-657.",Calibrated radiocarbon years BP,15702
7920,Journal Article,2002,"Heinrichs, M.L., R.J. Hebda, I.R. Walker, and S.L. Palmer. 2002. Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 184:347-369.",Calibrated radiocarbon years BP,15713
7482,Journal Article,2005,"Miller, G.H., A.P. Wolfe, J.P. Briner, P.E. Sauer, and A. Nestje. 2005. Holocene glaciation and climate evolution of Baffin Island, Arctic Canada. Quaternary Science Reviews 24:1703-1721.",Calibrated radiocarbon years BP,15719
7929,Journal Article,1991,"Sauchyn, M.A., and D.J. Sauchyn. 1991. A continuous record of Holocene pollen from Harris Lake, southwestern Saskatchewan, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 88:13-23.",Calibrated radiocarbon years BP,15738
7930,Book Chapter,1985,"Mott, R.J. 1985. Late-glacial climatic change in the Maritimes. Pages 281-300 in C.R. Harington, editor. Climatic Change in Canada. Volume 5. Critical Periods in the Quaternary Climatic History of Northern North America. SYLLOGEUS 55.",Calibrated radiocarbon years BP,15744
7482,Journal Article,2005,"Miller, G.H., A.P. Wolfe, J.P. Briner, P.E. Sauer, and A. Nestje. 2005. Holocene glaciation and climate evolution of Baffin Island, Arctic Canada. Quaternary Science Reviews 24:1703-1721.",Calibrated radiocarbon years BP,15746
7944,Journal Article,1981,"Mott, R.J., and E.A. Christiansen. 1981. Palynological study of slough deposits from central Saskatchewan. Current Research, Geological Survey of Canada Paper 21-1B:133-136.",Calibrated radiocarbon years BP,15772
7947,Journal Article,2007,"Arsenault, T.A., J.J. Clague, and R.W. Mathewes. 2007. Late Holocene vegetation and climate change at Moraine Bog, Tiedemann Glacier, southern Coast Mountains, British Columbia. Canadian Journal of Earth Sciences 44:707-719.",Calibrated radiocarbon years BP,15781
7952,Authored Report,1991,"Wang, X.-C. 1991. Holocene pollen records of Banks Island, Northwest territories, Canada. A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ, Geological Survey of Canada.",Calibrated radiocarbon years BP,15785
7952,Authored Report,1991,"Wang, X.-C. 1991. Holocene pollen records of Banks Island, Northwest territories, Canada. A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ, Geological Survey of Canada.",Calibrated radiocarbon years BP,15789
7930,Book Chapter,1985,"Mott, R.J. 1985. Late-glacial climatic change in the Maritimes. Pages 281-300 in C.R. Harington, editor. Climatic Change in Canada. Volume 5. Critical Periods in the Quaternary Climatic History of Northern North America. SYLLOGEUS 55.",Calibrated radiocarbon years BP,15793
7907,Journal Article,1969,"Nichols, H. 1969. The late Quaternary history of vegetation and climate at Porcupine Mountain and Clearwater Bog, Manitoba. Arctic and Alpine Research 1(3):155-167.",Calibrated radiocarbon years BP,15819
7965,Journal Article,1999,"Miller, G.H., W.N. Mode, A.P. Wolfe, P.E. Sauer, O. Bennike, S.L. Forman, S.K. Short, and T.W. Stafford. 1999. Stratified interglacial lacustrine sediments from Baffin Island, Arctic Canada: chronology and paleoenvironmental implications. Quaternary Science Reviews 18:789-810.",Calibrated radiocarbon years BP,15829
7985,Journal Article,2001,"Heinrichs, M.L., R.J. Hebda, and I.R. Walker. 2001. Holocene vegetation and natural disturbance in the Engelmann Spruce - Subalpine Fir biogeoclimatic zone at Mount Kobau, British Columbia. Canadian Journal of Forest Research 31:2183-2199.",Calibrated radiocarbon years BP,15870
7987,Authored Report,2008,"McLaren, D., R.J. Hebda, and Q. Mackie. 2008. Dundas Island Archipelago vegetation history as reconstructed through pollen analysi. Society for American Archaeology Annual Conference, Society for American Archaeology, Vancouver, British Columbia, Canada.",Calibrated radiocarbon years BP,15872
8017,Journal Article,1997,"Penalba, M.C., and S. Payette. 1997. Late-Holocene expansion of Eastern Larch (Larix laricina [Du Roi] K. Koch) in Northwestern Quebec. Quaternary Research 48:114-121.",Calibrated radiocarbon years BP,15947
8017,Journal Article,1997,"Penalba, M.C., and S. Payette. 1997. Late-Holocene expansion of Eastern Larch (Larix laricina [Du Roi] K. Koch) in Northwestern Quebec. Quaternary Research 48:114-121.",Calibrated radiocarbon years BP,15950
8017,Journal Article,1997,"Penalba, M.C., and S. Payette. 1997. Late-Holocene expansion of Eastern Larch (Larix laricina [Du Roi] K. Koch) in Northwestern Quebec. Quaternary Research 48:114-121.",Calibrated radiocarbon years BP,15952
8031,Master's Thesis,1977,"Gold, M. 1977. Vegetation and vegetation history of Arrowhead Provincial Park and their interpretation for a recreational public. Master's thesis. University of Toronto, Toronto, Ontario, Canada.",Calibrated radiocarbon years BP,15982
8074,Journal Article,2003,"Dredge, L.A., and R.J. Mott. 2003. Holocene pollen records and peatland development, northeastern Manitoba. Géographie physique et Quaternaire 57:7-19.",Calibrated radiocarbon years BP,16077
8076,Journal Article,1998,"Stea, R.R., and R.J. Mott. 1998. Deglaciation of Nova Scotia: stratigraphy and chronology of lake sediment cores and buried organic sections. Géographie physique et Quaternaire 52(1):1-19.",Calibrated radiocarbon years BP,16079
8077,Journal Article,1989,"Jettè, H., and R.J. Mott. 1989. Palynostratigraphie du   tardiglaciaire et de l'Holocene de la règion du lac Chance   Harbour, Nouvelle Ecosse. Gèographie physique et Quaternaire 43(1):27-38.",Calibrated radiocarbon years BP,16081
8074,Journal Article,2003,"Dredge, L.A., and R.J. Mott. 2003. Holocene pollen records and peatland development, northeastern Manitoba. Géographie physique et Quaternaire 57:7-19.",Calibrated radiocarbon years BP,16083
8078,Journal Article,2004,"Mott, R.J., H. Jettè, J. Guiot, and A. Cloutier. 2004. Postglacial vegetation, climate history and land-sea interaction at Island Lake, Baie des Chaleurs, New Brunswick, as documented by palynological analysis. Geographie physique et Quaternaire 58(1):109-122.",Calibrated radiocarbon years BP,16086
8081,Journal Article,1989,"Luternauer, J.L., J.J. Clague, K.W. Conway, J.V. Barrie, and R.W. Mathewes. 1989. Late Pleistocene terrestrial deposits on the continental shelf of western Canada: Evidence for rapid sea-level change at the end of the last glaciation. Geology 17:357-360. [DOI: 10.1130/0091-7613(1989)017<0357:LPTDOT>2.3.CO;2]",Calibrated radiocarbon years BP,16096
8083,Journal Article,2004,"Lacourse, T. 2004. A late Pleistocene pollen record from the continental shelf of western Canada. Current Research in the Pleistocene 21:87-89.",Calibrated radiocarbon years BP,16099
8080,Journal Article,2003,"Lacourse, T., R.W. Mathewes, and D.W. Fedje. 2003. Paleoecology of late-glacial terrestrial deposits with in situ conifers from the submerged continental shelf of western Canada. Quaternary Research 60:180-188. [DOI: 10.1016/S0033-5894(03)00083-8]",Radiocarbon years BP,16101
8076,Journal Article,1998,"Stea, R.R., and R.J. Mott. 1998. Deglaciation of Nova Scotia: stratigraphy and chronology of lake sediment cores and buried organic sections. Géographie physique et Quaternaire 52(1):1-19.",Calibrated radiocarbon years BP,16103
8074,Journal Article,2003,"Dredge, L.A., and R.J. Mott. 2003. Holocene pollen records and peatland development, northeastern Manitoba. Géographie physique et Quaternaire 57:7-19.",Calibrated radiocarbon years BP,16105
8074,Journal Article,2003,"Dredge, L.A., and R.J. Mott. 2003. Holocene pollen records and peatland development, northeastern Manitoba. Géographie physique et Quaternaire 57:7-19.",Calibrated radiocarbon years BP,16107
8089,Journal Article,1997,"Yu, Z.C. 1997. Late Quaternary paleoecology of Thuja and Juniperus (Cupressaceae) at Crawford Lake, Ontario, Canada: pollen, stomata, and macrofossils. Review of Palaeobotany and Palynology 96:241-254.",Calibrated radiocarbon years BP,16127
278,Legacy,1984,"McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",Calibrated radiocarbon years BP,16189
278,Legacy,1984,"McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",Calibrated radiocarbon years BP,16193
278,Legacy,1984,"McAndrews, J.H. 1984. Late Quaternary vegetation history of Rice Lake, Ontario, and the McIntyre Archaeological Site. Archaeological Survey of Canada Paper 126:161-189..",Calibrated radiocarbon years BP,16191
8146,Journal Article,1980,"Warwick, W.F. 1980. Palaeolimnology of the Bay of Quinte, Lake Ontario: 2800 years of cultural influence. Canadian Bulletin of Fisheries and Aquatic Sciences 206:1-117.",Radiocarbon years BP,16265
8148,Other Authored,2002,"Turton, C.L., and J.H. McAndrews. 2002.",Calibrated radiocarbon years BP,16267
8149,Authored Report,2002,"Turton, C.L., and J.H. McAndrews. 2002. Wetland history along the Niagara Escarpment: two swamps near Crawford Lake. Leading Edge 2001 Conference: Focus on the Biosphere.",Calibrated radiocarbon years BP,16273
8187,Journal Article,1980,"Mathewes, R.W., and J.A. Westgate. 1980. Bridge River tephra: revised distribution and significance for detecting old carbon errors in radiocarbon dates of limnic sediments in southern British Columbia. Canadian Journal of Earth Sciences 17:1454-1461.",Calibrated radiocarbon years BP,17393
8190,Journal Article,2009,"Ruhland, K., J.M. St. Jacques, B.D. Beierle, S.F. Lamoureux, A.S. Dyke, and J.P. Smol. 2009. Lateglacial and Holocene paleoenvironmental changes recorded in lake sediments, Brock Plateau (Melville Hills), Northwest Territories, Canada. The Holocene 19(7):1-12.",Calibrated radiocarbon years BP,17400
8195,Master's Thesis,2006,"Richard, M.J. 2006. Pollen analysis of a sediment core from Kelly Lake, Sudbury, Canada. Master's thesis. Laurentian University, Sudbury, Ontario, Canada.",Calendar years BP,17409
7908,Journal Article,1993,"Mott, R.J., and R.R. Stea. 1993. Late-glacial (Allerod/ Younger Dryas) buried organic deposits, Nova Scotia, Canada. Quaternary Science Reviews 12:645-657.",Calibrated radiocarbon years BP,17597
8204,Journal Article,1989,"Stea, R.R., and R.J. Mott. 1989. Deglaciation environments and evidence for glaciers of Younger Dryas age in Nova Scotia, Canada. Boreas 18:169-187.",Calibrated radiocarbon years BP,17617
8210,Journal Article,1999,"Bunting, M.J., and B.G. Warner. 1999. Late Quaternary vegetation dynamics and hydroseral development in a shrub swamp in southern Ontario, Canada. Canadian Journal of Earth Sciences 36(10):1603-1616.",Calibrated radiocarbon years BP,17689
8212,Doctoral Dissertation,1981,"Wilson, M.A. 1981. The climatic and vegetational history of the postglacial in central Saskatchewan. Doctoral dissertation. University of Saskatchewan, Saskatoon, Saskatchewan, Canada.",Calibrated radiocarbon years BP,17711
8212,Doctoral Dissertation,1981,"Wilson, M.A. 1981. The climatic and vegetational history of the postglacial in central Saskatchewan. Doctoral dissertation. University of Saskatchewan, Saskatoon, Saskatchewan, Canada.",Calibrated radiocarbon years BP,17713
8212,Doctoral Dissertation,1981,"Wilson, M.A. 1981. The climatic and vegetational history of the postglacial in central Saskatchewan. Doctoral dissertation. University of Saskatchewan, Saskatoon, Saskatchewan, Canada.",Calibrated radiocarbon years BP,17715
8290,Journal Article,2014,"Courtney Mustaphi, C.J., and M.F.J. Pisaric. 2014. Holocene climate–fire–vegetation interactions at a subalpine watershed in southeastern British Columbia, Canada. Quaternary Research 81:228-239.",Calibrated radiocarbon years BP,18108
8302,Journal Article,2014,"Neil, K., K. Gajewski, and M. Betts. 2014. Human-ecosystem interactions in relation to Holocene environmental change in Port Joli Harbour, southwestern Nova Scotia, Canada. Quaternary Research 81:203-212.",Calibrated radiocarbon years BP,18110
7938,Journal Article,1996,"Seppä, H., L.C. Cwynar, and G.M. Macdonald. 1996. Post-glacial vegetation reconstruction and a possible 8200 cal. yr BP event from the low arctic of continental Nunavut, Canada. Journal of Quaternary Science 18(7):621-629. [DOI: 10.1002/jqs.793]",Calibrated radiocarbon years BP,19323
8328,Journal Article,2014,"Courtney Mustaphi, C.J., and M.F.J. Pisaric. 2014. A classification for macroscopic charcoal morphologies found in Holocene lacustrine sediments. Progress in Physical Geography 38:734-754.",Calibrated radiocarbon years BP,18127
9407,Journal Article,2012,"Fritz, M., U. Herzschuh, S. Wetterich, H. Lantuit, G.P. De Pascale, W.H. Pollard, and L. Schirrmeister. 2012. Late glacial and Holocene sedimentation, vegetation, and climate history from easternmost Beringia (northern Yukon Territory, Canada). Quaternary Research 78:549-560.",Calibrated radiocarbon years BP,19814
9418,Journal Article,2014,"Lafontaine-Boyer, K., and K. Gajewski. 2014. Vegetation dynamics in relation to late Holocene climate variability and disturbance, Outaouais, Québec, Canada. The Holocene 24(11):1515-1526.",Calibrated radiocarbon years BP,19842
9420,Master's Thesis,2010,"Paquette, N. 2010. Climatic change causes abrupt shifts in forests, inferred from a high-resolution lacustrine record, Southwestern Quebec, Canada.. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.",Calibrated radiocarbon years BP,19846
9449,Journal Article,1992,"Bennett, K.D. 1992. Holocene history of forest trees on the Bruce Peninsula, southern Ontario. Canadian Journal of Botany 70(1):6-18. [DOI: 10.1139/b92-002]",Calibrated radiocarbon years BP,19967
9474,Journal Article,2006,"Gavin, D.G., F.S. Hu, K.P. Lertzman, and P. Corbett. 2006. Weak climatic control of forest fire history during the late Holocene. Ecology 87:1722-1732. [DOI: 10.1890/0012-9658(2006)87[1722:WCCOSF]2.0.CO;2]",Calibrated radiocarbon years BP,19993
9476,Journal Article,2009,"Gavin, D.G., F.S. Hu, I.R. Walker, and K. Westover. 2009. The northern inland temperate rainforest of British Columbia: Old forests with a young history?. Northwest Science 83(1):70-78. [DOI: 10.3955/046.083.0107]",Calibrated radiocarbon years BP,19995
8200,Journal Article,2015,"Edwards, M., L. Franklin-Smith, C. Clarke, J. Baker, S. Hill, and K. Gallagher. 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25(1):64-78. [DOI: 10.1177/0959683614556389]",Calibrated radiocarbon years BP,20281
8200,Journal Article,2015,"Edwards, M., L. Franklin-Smith, C. Clarke, J. Baker, S. Hill, and K. Gallagher. 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25(1):64-78. [DOI: 10.1177/0959683614556389]",Calibrated radiocarbon years BP,20287
8200,Journal Article,2015,"Edwards, M., L. Franklin-Smith, C. Clarke, J. Baker, S. Hill, and K. Gallagher. 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25(1):64-78. [DOI: 10.1177/0959683614556389]",Radiocarbon years BP,20289
8200,Journal Article,2015,"Edwards, M., L. Franklin-Smith, C. Clarke, J. Baker, S. Hill, and K. Gallagher. 2015. The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene 25(1):64-78. [DOI: 10.1177/0959683614556389]",Calibrated radiocarbon years BP,20295
9592,Master's Thesis,2006,"Zabenskie, S. 2006. Post-glacial climatic change on Boothia Peninsula, Nunavut, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.",Calibrated radiocarbon years BP,20647
9575,Journal Article,2011,"Gavin, D.G., A.C.G. Henderson, K.S. Westover, S.C. Fritz, I.R. Walker, M.J. Leng, and F.S. Hu. 2011. Abrupt Holocene climate change and potential response to solar forcing in western Canada. Quaternary Science Reviews 30(9-10):1243-1255. [DOI: 10.1016/j.quascirev.2011.03.003]",Calibrated radiocarbon years BP,20609
9587,Journal Article,1994,"Campbell, C., I.D. Campbell, C.B. Blyth, and J.H. McAndrews. 1994. Bison extirpation may have caused aspen expansion in western Canada. Ecography 17(4):360-362.",Calibrated radiocarbon years BP,20643
9594,Journal Article,2008,"Peros, M.C., and K. Gajewski. 2008. Holocene climate and vegetation change on Victoria Island, western Canadian Arctic. Quaternary Science Reviews 27(3-4):235-249.",Calibrated radiocarbon years BP,20649
9595,Journal Article,2009,"Bunbury, J., and K. Gajewski. 2009. Postglacial climates inferred from a lake at treeline, southwest Yukon Territory, Canada. Quaternary Science Reviews 28:354-369.",Calibrated radiocarbon years BP,20651
9596,Journal Article,2009,"Peros, M.C., and K. Gajewski. 2009. Pollen-based reconstructions of late Holocene climate. Journal of Paleolimnology 41(1):161-175.",Calibrated radiocarbon years BP,20653
9596,Journal Article,2009,"Peros, M.C., and K. Gajewski. 2009. Pollen-based reconstructions of late Holocene climate. Journal of Paleolimnology 41(1):161-175.",Calibrated radiocarbon years BP,20676
9631,Journal Article,2013,"Huntley, M.J., R. Mathewes, and W. Shotyk. 2013. High-resolution palynology, climate change and human impact on a late Holocene peat bog on Haida Gwaii, British Columbia, Canada. The Holocene 23(11):12. [DOI: 10.1177/0959683613499051]",Calibrated radiocarbon years BP,20836
9705,Journal Article,2003,"Asnong, H., and P.J.H. Richard. 2003. La vegetation et le climat postglaciaires du centre et de l'est de la Gaspesie, au Quebec. Geographie physique et Quaternaire 57(1):37-63.",Calibrated radiocarbon years BP,21319
9705,Journal Article,2003,"Asnong, H., and P.J.H. Richard. 2003. La vegetation et le climat postglaciaires du centre et de l'est de la Gaspesie, au Quebec. Geographie physique et Quaternaire 57(1):37-63.",Calibrated radiocarbon years BP,21404
9705,Journal Article,2003,"Asnong, H., and P.J.H. Richard. 2003. La vegetation et le climat postglaciaires du centre et de l'est de la Gaspesie, au Quebec. Geographie physique et Quaternaire 57(1):37-63.",Calibrated radiocarbon years BP,21389
9705,Journal Article,2003,"Asnong, H., and P.J.H. Richard. 2003. La vegetation et le climat postglaciaires du centre et de l'est de la Gaspesie, au Quebec. Geographie physique et Quaternaire 57(1):37-63.",Calibrated radiocarbon years BP,21406
15508,Master's Thesis,2013,"Keizer, P.S. 2013. Forest dynamics in relation to late-Holocene climatic variability, eastern Ontario, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.",Calendar years BP,21577
15508,Master's Thesis,2013,"Keizer, P.S. 2013. Forest dynamics in relation to late-Holocene climatic variability, eastern Ontario, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.",Calibrated radiocarbon years BP,21600
9820,Journal Article,2012,"Lacourse, T., J.M. Delepine, E.H. Hoffman, and R.W. Mathewes. 2012. A 14,000 year vegetation history of a hypermaritime island on the outer Pacific coast of Canada based on fossil pollen, spores and conifer stomata. Quaternary Research 78:572-582. [DOI: 10.1016/j.yqres.2012.08.008]",Calendar years BP,21770
9822,Journal Article,2005,"Lacourse, T. 2005. Late Quaternary dynamics of forest vegetation on northern Vancouver Island, British Columbia, Canada. Quaternary Science Reviews 24:105-121. [DOI: doi:10.1016/j.quascirev.2004.05.008]",Calendar years BP,21772
9827,Journal Article,2015,"Lacourse, T., and M.A. Davies. 2015. A multi-proxy peat study of Holocene vegetation history, bog development, and carbon accumulation on northern Vancouver Island, Pacific coast of Canada. The Holocene 25(7):1165-1178. [DOI: 10.1177/0959683615580201]",Calendar years BP,21774
9834,Master's Thesis,2012,"Lucas, J.D. 2012. Holocene vegetation and fire history of Pender Island, British Columbia, Canada. Master's thesis. University of Victoria, Victoria, British Columbia, Canada.",Calendar years BP,21788
11455,Master's Thesis,2006,"McCoy, M.M. 2006. High Resolution fire and vegetation history of Garry oak ecosystems in British Columbia. Master's thesis. Simon Fraser, Burnaby, British Columbia, Canada.",Calendar years BP,26246
9878,Journal Article,2014,"Friel, C.E., S.A. Finkelstein, and A.M. Davis. 2014. Relative importance of hydrological and climatic controls on Holocene paleoenvironments inferred using diatom and pollen records from a lake in the cnetral Hudson Bay Lowlands, Canada. The Holocene 24(3):295-306. [DOI: 10.1177/0959683613518587]",Calibrated radiocarbon years BP,21830
252,Doctoral Dissertation,1984,"Beaudoin, A.B. 1984. Holocene environmental change in the Sunwapta Pass Area, Jasper National Park. Dissertation. University of Western Ontario, London, Ontario, Canada.. Doctoral dissertation.",Calibrated radiocarbon years BP,21822
252,Doctoral Dissertation,1984,"Beaudoin, A.B. 1984. Holocene environmental change in the Sunwapta Pass Area, Jasper National Park. Dissertation. University of Western Ontario, London, Ontario, Canada.. Doctoral dissertation.",Calibrated radiocarbon years BP,21826
10603,Master's Thesis,2009,"Hart, C.L. 2009. High-resolution pollen analysis of two lakes at the boreal forest-aspen parkland ecotone in central Saskatchewan, Canada. Master's thesis. University of Regina, Regina, Saskatchewan, Canada.",Calibrated radiocarbon years BP,24354
