"datasetID","chronologyID","site","type","age","age.sd","depth","thick","agemodel"
774,337,"Dunnigan Lake","Lead-210",0,0,8.25,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",7,0,9.25,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",21,0,11.25,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",28,0,12.75,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",39,0,14.75,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",53,0,17.25,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",68,0,19.75,0.5,"linear interpolation"
774,337,"Dunnigan Lake","Lead-210",85,0,22.75,0.5,"linear interpolation"
781,343,"East Twin Lake","Core top",-15,15,0,NA,"linear interpolation"
781,343,"East Twin Lake","Biostratigraphic, pollen",140,-50,15,10,"linear interpolation"
786,348,"Eggert Lake","Core top",-15,15,0,NA,"linear interpolation"
786,348,"Eggert Lake","Biostratigraphic, pollen",100,10,35,10,"linear interpolation"
786,348,"Eggert Lake","Biostratigraphic, pollen",300,100,80,20,"linear interpolation"
806,368,"Ernst Brother's Pit","Biostratigraphic, pollen",9490,200,122,20,"linear interpolation"
806,368,"Ernst Brother's Pit","Radiocarbon",12410,200,236,3,"linear interpolation"
817,380,"Faith Pond","Core top",-15,15,0,NA,"linear interpolation"
817,380,"Faith Pond","Biostratigraphic, pollen",70,30,25,10,"linear interpolation"
822,385,"Farquar Lake","Core top",-15,15,0,NA,"linear interpolation"
822,385,"Farquar Lake","Biostratigraphic, pollen",100,10,45,10,"linear interpolation"
824,387,"Fawn Lake","Core top",-15,15,0,NA,"linear interpolation"
824,387,"Fawn Lake","Biostratigraphic, pollen",80,50,20,20,"linear interpolation"
846,404,"Fox Pond","Core top",-15,15,0,NA,"linear interpolation"
846,404,"Fox Pond","Biostratigraphic, pollen",70,30,35,10,"linear interpolation"
846,404,"Fox Pond","Biostratigraphic, pollen",1725,200,75,10,"linear interpolation"
847,405,"Frains Lake","Core top",10,20,0,NA,"linear interpolation"
847,405,"Frains Lake","Biostratigraphic, pollen",120,30,388,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",1240,90,473,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",1740,140,582,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",4620,190,786,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",8000,300,1001,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",9600,330,1055,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",9960,350,1095,NA,"linear interpolation"
847,405,"Frains Lake","Radiocarbon",12570,190,1195.5,NA,"linear interpolation"
850,5320,"French Lake","Core top",10,10,610,0,"linear interpolation"
850,5320,"French Lake","Biostratigraphic, pollen",100,0,660,10,"linear interpolation"
850,5320,"French Lake","Radiocarbon, reservoir correction",520,120,725,10,"linear interpolation"
850,5320,"French Lake","Radiocarbon, reservoir correction",2325,130,950,10,"linear interpolation"
850,5320,"French Lake","Radiocarbon, reservoir correction",3495,140,1155,10,"linear interpolation"
860,420,"Gass Lake","Core top",0,30,5,NA,"linear interpolation"
860,420,"Gass Lake","Biostratigraphic, pollen",100,30,58,NA,"linear interpolation"
860,420,"Gass Lake","Radiocarbon",840,125,63,NA,"linear interpolation"
860,420,"Gass Lake","Radiocarbon",3155,165,315,NA,"linear interpolation"
860,420,"Gass Lake","Radiocarbon",4885,145,521,NA,"linear interpolation"
860,420,"Gass Lake","Radiocarbon",6320,120,549,NA,"linear interpolation"
860,420,"Gass Lake","Radiocarbon",9785,235,614,NA,"linear interpolation"
860,420,"Gass Lake","Radiocarbon",11760,380,675,NA,"linear interpolation"
869,428,"George Lake","Core top",-15,15,0,NA,"linear interpolation"
869,428,"George Lake","Biostratigraphic, pollen",100,10,35,10,"linear interpolation"
869,428,"George Lake","Biostratigraphic, pollen",300,100,45,10,"linear interpolation"
15245,8118,"George Lake","Core top",-13,0,0,1,"linear interpolation"
15245,8118,"George Lake","European settlement horizon",90,20,37.5,5,"linear interpolation"
967,443,"Goldsmith Lake","Core top",-15,15,0,NA,"linear interpolation"
967,443,"Goldsmith Lake","Biostratigraphic, pollen",70,30,15,10,"linear interpolation"
982,461,"Green Lake","Core top",200,50,10,NA,"linear interpolation"
982,461,"Green Lake","Radiocarbon",4215,65,80,NA,"linear interpolation"
982,461,"Green Lake","Radiocarbon, reservoir correction",10645,500,240,NA,"linear interpolation"
982,461,"Green Lake","Radiocarbon, reservoir correction",14015,500,383,NA,"linear interpolation"
990,468,"Grice Pond","Core top",-15,15,0,NA,"linear interpolation"
990,468,"Grice Pond","Biostratigraphic, pollen",80,50,10,10,"linear interpolation"
1004,490,"Hansen Marsh","Core top",-15,20,1,1,"linear interpolation"
1004,490,"Hansen Marsh","Biostratigraphic, pollen",10000,500,66,2,"linear interpolation"
1004,490,"Hansen Marsh","Radiocarbon",10735,105,91.5,7,"linear interpolation"
1004,490,"Hansen Marsh","Deglaciation",14000,500,760,1,"linear interpolation"
1032,509,"Hemo Pond","Core top",-15,15,0,NA,"linear interpolation"
1032,509,"Hemo Pond","Biostratigraphic, pollen",80,50,55,10,"linear interpolation"
1109,520,"Blocknic Lake [Horse Pond]","Core top",-15,15,0,NA,"linear interpolation"
1109,520,"Blocknic Lake [Horse Pond]","Biostratigraphic, pollen",80,50,25,10,"linear interpolation"
1110,522,"Horseshoe Lake","Radiocarbon, reservoir correction",8100,240,898.5,2,"straight-line fit (least squares)"
1110,522,"Horseshoe Lake","Radiocarbon, reservoir correction",8940,320,938.5,2,"straight-line fit (least squares)"
1110,522,"Horseshoe Lake","Radiocarbon, reservoir correction",10180,400,978.5,2,"straight-line fit (least squares)"
1110,522,"Horseshoe Lake","Radiocarbon, reservoir correction",11080,320,1018.5,2,"straight-line fit (least squares)"
1110,522,"Horseshoe Lake","Radiocarbon, reservoir correction",12330,480,1060.5,7,"straight-line fit (least squares)"
1111,523,"Hostage Lake","Core top",-30,30,0,NA,"linear interpolation"
1111,523,"Hostage Lake","Biostratigraphic, pollen",70,30,32.5,15,"linear interpolation"
1111,523,"Hostage Lake","Radiocarbon, reservoir correction",1595,160,220,10,"linear interpolation"
1111,523,"Hostage Lake","Radiocarbon, reservoir correction",3485,160,385,10,"linear interpolation"
1134,528,"Hug Lake","Core top",-20,10,0,NA,"linear interpolation"
1134,528,"Hug Lake","Biostratigraphic, pollen",45,10,23,2,"linear interpolation"
1134,528,"Hug Lake","Core bottom",370,50,76,NA,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",-33,0,0.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",-32,0,1.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",-30,0,3.25,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",-23,0,5.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",-14,0,8.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",-4,0,11.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",9,0,14.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",19,0,17.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",29,0,20.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",43,0,23.75,0.5,"linear interpolation"
1138,532,"Hustler Lake","Lead-210",61,0,26.75,0.5,"linear interpolation"
1151,543,"Iola Bog","Biostratigraphic, pollen",150,50,88,4,"linear interpolation"
1151,543,"Iola Bog","Biostratigraphic, pollen",10000,500,690.5,5,"linear interpolation"
1153,546,"Irvin Lake","Core top",-32,20,0,NA,"linear interpolation"
1153,546,"Irvin Lake","Radiocarbon",1540,120,60,10,"linear interpolation"
1153,546,"Irvin Lake","Radiocarbon",1950,140,140,10,"linear interpolation"
1153,546,"Irvin Lake","Radiocarbon",3170,160,290,10,"linear interpolation"
1153,546,"Irvin Lake","Radiocarbon",5890,160,467,10,"linear interpolation"
1153,546,"Irvin Lake","Radiocarbon",7500,160,587.5,10,"linear interpolation"
1153,546,"Irvin Lake","Biostratigraphic, pollen",10660,500,750,20,"linear interpolation"
1153,546,"Irvin Lake","Deglaciation",12000,500,1080,NA,"linear interpolation"
1163,558,"Jacobson Lake","Biostratigraphic, pollen",7220,200,545,10,"linear interpolation"
1163,558,"Jacobson Lake","Radiocarbon",10400,600,740,10,"linear interpolation"
1163,558,"Jacobson Lake","Biostratigraphic, pollen",10800,500,890,10,"linear interpolation"
3138,1411,"Jacobson Lake","Core top",0,20,100,1,"linear interpolation"
3138,1411,"Jacobson Lake","Biostratigraphic, pollen",70,30,120,5,"linear interpolation"
3138,1411,"Jacobson Lake","Radiocarbon",3920,240,590,30,"linear interpolation"
3138,1411,"Jacobson Lake","Radiocarbon",7210,160,864.75,4.5,"linear interpolation"
3138,1411,"Jacobson Lake","Biostratigraphic, pollen",9000,500,990,1,"linear interpolation"
15274,8137,"Jones Lake","Core top",-13,1,0,1,"linear interpolation"
15274,8137,"Jones Lake","Ambrosia rise",95,20,15,10,"linear interpolation"
1446,596,"Kegan Lake","Core top",-15,15,0,NA,"linear interpolation"
1446,596,"Kegan Lake","Biostratigraphic, pollen",90,20,25,10,"linear interpolation"
1447,598,"Kellys Hollow","Core top",-29,20,0,NA,"linear interpolation"
1447,598,"Kellys Hollow","Biostratigraphic, pollen",75,25,15,10,"linear interpolation"
1447,598,"Kellys Hollow","Biostratigraphic, pollen",2400,400,30,10,"linear interpolation"
1447,598,"Kellys Hollow","Radiocarbon",4380,140,60.5,3,"linear interpolation"
1447,598,"Kellys Hollow","Radiocarbon",7700,140,190.5,3,"linear interpolation"
1447,598,"Kellys Hollow","Biostratigraphic, pollen",10000,500,320,20,"linear interpolation"
3452,1414,"Kellys Hollow","Core top",-29,20,0,NA,"linear interpolation"
3452,1414,"Kellys Hollow","Radiocarbon",2920,150,121.5,5,"linear interpolation"
3452,1414,"Kellys Hollow","Radiocarbon",6580,180,419,14,"linear interpolation"
3452,1414,"Kellys Hollow","Biostratigraphic, pollen",10000,500,700,40,"linear interpolation"
1448,599,"Kellners Lake","Core top",-26,20,0,NA,"linear interpolation"
1448,599,"Kellners Lake","Radiocarbon",1725,310,295,10,"linear interpolation"
1448,599,"Kellners Lake","Radiocarbon",4450,340,585,10,"linear interpolation"
1448,599,"Kellners Lake","Radiocarbon",10220,190,996.3,12.5,"linear interpolation"
1448,599,"Kellners Lake","Radiocarbon",13970,150,1140,10,"linear interpolation"
1520,612,"Kirchner Marsh","Core top",-9,9,0,NA,"linear interpolation"
1520,612,"Kirchner Marsh","Radiocarbon",1660,160,175,1,"linear interpolation"
1520,612,"Kirchner Marsh","Radiocarbon, reservoir correction",4943,140,520,6,"linear interpolation"
1520,612,"Kirchner Marsh","Radiocarbon, reservoir correction",6230,220,780,6,"linear interpolation"
1520,612,"Kirchner Marsh","Radiocarbon, reservoir correction",9039,220,985,6,"linear interpolation"
1520,612,"Kirchner Marsh","Radiocarbon",11760,300,1195,10,"linear interpolation"
3455,1417,"Kirchner Marsh","Core top",0,20,0,NA,"linear interpolation"
3455,1417,"Kirchner Marsh","Radiocarbon, average of two or more dates",11942,236,1151.5,87,"linear interpolation"
1524,616,"Kitchner Lake","Core top",-30,0,1,NA,"linear interpolation"
1524,616,"Kitchner Lake","Biostratigraphic, pollen",80,20,50,10,"linear interpolation"
1524,616,"Kitchner Lake","Radiocarbon, reservoir correction",3615,290,310,10,"linear interpolation"
1524,616,"Kitchner Lake","Radiocarbon, reservoir correction",5210,360,400,10,"linear interpolation"
1524,616,"Kitchner Lake","Radiocarbon, reservoir correction",9470,560,620,10,"linear interpolation"
1548,626,"Kotiranta Lake","Core top",150,25,120,NA,"linear interpolation"
1548,626,"Kotiranta Lake","Biostratigraphic, pollen",4000,200,400,NA,"linear interpolation"
1548,626,"Kotiranta Lake","Biostratigraphic, pollen",7500,300,720,NA,"linear interpolation"
1548,626,"Kotiranta Lake","Biostratigraphic, pollen",10500,500,880,NA,"linear interpolation"
1548,626,"Kotiranta Lake","Radiocarbon",13480,700,950,25,"linear interpolation"
1552,631,"Kryzewinski Lake","Core top",-15,15,0,NA,"linear interpolation"
1552,631,"Kryzewinski Lake","Biostratigraphic, pollen",70,50,25,10,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",8410,85,751.5,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",8575,80,801.5,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",9320,110,825,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",10055,100,852,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",10430,100,882,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",10820,120,889,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",12390,120,903.5,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",13450,500,945,NA,"linear interpolation"
1564,643,"Kylen Lake","Radiocarbon",15850,240,1087,NA,"linear interpolation"
1580,659,"Lake Sixteen","Core top",0,50,0,NA,"linear interpolation"
1580,659,"Lake Sixteen","Radiocarbon",3030,140,92.5,5,"linear interpolation"
1580,659,"Lake Sixteen","Radiocarbon",3780,380,129.5,5,"linear interpolation"
1580,659,"Lake Sixteen","Radiocarbon",5805,330,157.5,5,"linear interpolation"
1580,659,"Lake Sixteen","Radiocarbon",7630,80,194,NA,"linear interpolation"
1580,659,"Lake Sixteen","Radiocarbon",10690,100,228,NA,"linear interpolation"
1581,660,"Lake 27","Biostratigraphic, pollen",80,50,0,NA,"linear interpolation"
1581,660,"Lake 27","Radiocarbon, reservoir correction",155,60,13.5,NA,"linear interpolation"
1581,660,"Lake 27","Radiocarbon, reservoir correction",715,80,51,NA,"linear interpolation"
1581,660,"Lake 27","Radiocarbon, reservoir correction",3350,200,173,NA,"linear interpolation"
1584,663,"Lake Ann","Core top",-15,15,0,NA,"linear interpolation"
1584,663,"Lake Ann","Biostratigraphic, pollen",100,50,35,10,"linear interpolation"
3468,1421,"Lake Ann","Core top",-30,20,560,NA,"linear interpolation"
3468,1421,"Lake Ann","Radiocarbon",4390,160,1125,10,"linear interpolation"
3468,1421,"Lake Ann","Radiocarbon",7420,160,1445,10,"linear interpolation"
3468,1421,"Lake Ann","Biostratigraphic, pollen",10000,500,1643,10,"linear interpolation"
3469,1422,"Lake Ann","Core top",-30,20,512,NA,"linear interpolation"
3469,1422,"Lake Ann","Sediment stratigraphic",10500,500,810,10,"linear interpolation"
1588,667,"Lake Carlson","Core top",9,0,0,NA,"linear interpolation"
1588,667,"Lake Carlson","Biostratigraphic, pollen",100,50,42.5,5,"linear interpolation"
1588,667,"Lake Carlson","Biostratigraphic, pollen",4845,200,475,20,"linear interpolation"
1588,667,"Lake Carlson","Biostratigraphic, pollen",7347,200,930,1,"linear interpolation"
1588,667,"Lake Carlson","Biostratigraphic, pollen",10526,200,1185,15,"linear interpolation"
1629,712,"Lewis Lake","Core top",-15,15,0,NA,"linear interpolation"
1629,712,"Lewis Lake","Biostratigraphic, pollen",70,30,25,10,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Core top",0,30,1295,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Biostratigraphic, pollen",100,30,1314,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",350,60,1315,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",2160,70,1480,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",3570,70,1630,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",4050,70,1720,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",7220,80,1905,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",9680,100,2085,NA,"linear interpolation"
1633,719,"Lily Lake (US:Minnesota)","Radiocarbon",11770,110,2159,NA,"linear interpolation"
1639,723,"Little Bass Lake","Core top",0,20,1280,NA,"linear interpolation"
1639,723,"Little Bass Lake","Biostratigraphic, pollen",100,40,1288,NA,"linear interpolation"
1639,723,"Little Bass Lake","Radiocarbon",1890,70,1380,NA,"linear interpolation"
1639,723,"Little Bass Lake","Radiocarbon",3960,70,1522.5,NA,"linear interpolation"
1639,723,"Little Bass Lake","Radiocarbon",5530,90,1592.5,NA,"linear interpolation"
1639,723,"Little Bass Lake","Radiocarbon",7780,90,1665,NA,"linear interpolation"
1639,723,"Little Bass Lake","Radiocarbon",10660,110,1792.5,NA,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",10,4,10,4.71,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",20,4,20,2.15,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",30,4,30,1.69,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",40,4,40,1.38,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",50,4,50,2.02,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",60,4,60,2.01,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",70,4,70,2.1,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",80,4,80,1.17,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",90,4,90,0.99,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",100,4,100,0.82,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",110,4,110,0.75,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",120,4,120,0.6,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",130,4,130,0.79,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",140,4,140,0.77,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",150,4,150,0.66,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",160,4,160,0.63,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",170,4,170,0.93,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",180,4,180,0.79,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",190,4,190,0.65,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",200,4,200,0.81,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",210,4,210,0.76,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",250,4,250,0.96,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",290,4,290,0.96,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",330,4,330,0.74,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",370,4,370,0.75,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",410,4,410,0.95,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",450,4,450,0.82,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",490,4,490,0.75,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",530,4,530,0.65,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",570,4,570,1.01,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",610,4,610,0.8,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",650,4,650,0.78,"linear interpolation"
1643,729,"Little Pine Lake","Annual laminations (varves)",690,4,690,0.91,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",9250,10,486,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",9500,10,493,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",9700,10,500,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",9900,10,510,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",10100,10,515,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",10300,10,520,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",10600,10,530,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",11100,10,552.5,NA,"linear interpolation"
1649,737,"Lake of the Clouds","Annual laminations (varves)",11400,10,559.5,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",208,10,2,2.4,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",795,10,42,1.7,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",1140,10,62,3.4,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",1502,10,82,4.2,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",1815,10,102,3.6,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",2312,10,127,16,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",2751,10,147,1.7,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",3168,10,167,1.7,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",3624,10,187,1.6,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",4102,10,208,2,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",4518,10,227,3.6,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",5022,10,248,3.4,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",5513,10,268,1.4,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",5983,10,288,3.7,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",6379,10,308,6.8,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",6699,10,328,2.8,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",7005,10,348,0.8,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",7362,10,372,2.8,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",7721,10,392,4,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",8121,10,412,4.4,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",8491,10,432,5.6,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",8872,10,451,4.6,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",8986,10,456,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9063,10,459,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9131,10,462,1.9,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9197,10,465,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9242,10,467,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9325,10,470,2,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9375,10,472,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9447,10,475,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9501,10,478,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9513,10,479,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9557,10,480,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9600,10,482,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9617,10,483,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",9709,10,487,NA,"linear interpolation"
3482,1429,"Lake of the Clouds","Annual laminations (varves)",10050,10,502,NA,"linear interpolation"
3483,1430,"Lake of the Clouds",NA,NA,NA,NA,NA,"varve counts"
1665,753,"Lost Lake","Core top",0,30,0,NA,"linear interpolation"
1665,753,"Lost Lake","Biostratigraphic, pollen",120,50,10,NA,"linear interpolation"
1665,753,"Lost Lake","Biostratigraphic, pollen",2800,200,185,NA,"linear interpolation"
1665,753,"Lost Lake","Biostratigraphic, pollen",4700,200,362.5,NA,"linear interpolation"
1665,753,"Lost Lake","Biostratigraphic, pollen",7800,300,685,NA,"linear interpolation"
1665,753,"Lost Lake","Biostratigraphic, pollen",9500,300,780,NA,"linear interpolation"
1685,769,"Lake Mabel","Core top",-15,15,0,NA,"linear interpolation"
1685,769,"Lake Mabel","Guess",70,30,100,NA,"linear interpolation"
3781,1487,"Stewart's Dark Lake","Radiocarbon",1770,70,105,NA,"linear interpolation"
3781,1487,"Stewart's Dark Lake","Radiocarbon",4185,70,300,NA,"linear interpolation"
3781,1487,"Stewart's Dark Lake","Radiocarbon",6350,70,465,NA,"linear interpolation"
3781,1487,"Stewart's Dark Lake","Radiocarbon",8640,90,622,NA,"linear interpolation"
3781,1487,"Stewart's Dark Lake","Radiocarbon",10140,105,803,NA,"linear interpolation"
3781,1487,"Stewart's Dark Lake","Radiocarbon",10570,110,1020,NA,"linear interpolation"
1708,793,"Martin Pond","Core top",0,20,0,NA,"linear interpolation"
1708,793,"Martin Pond","Biostratigraphic, pollen",100,50,15,10,"linear interpolation"
1708,793,"Martin Pond","Biostratigraphic, pollen",2700,300,200,25,"linear interpolation"
1708,793,"Martin Pond","Biostratigraphic, pollen",3900,300,300,20,"linear interpolation"
1708,793,"Martin Pond","Biostratigraphic, pollen",8700,300,550,15,"linear interpolation"
1708,793,"Martin Pond","Biostratigraphic, pollen",10000,500,600,1,"linear interpolation"
1720,807,"McCraney Lake","Core top",-15,15,0,NA,"linear interpolation"
1720,807,"McCraney Lake","Biostratigraphic, pollen",70,30,25,10,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",-23,0,0.25,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",-8,0,1.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",12,0,2.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",28,0,3.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",44,0,4.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",56,0,5.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",64,0,6.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",71,0,7.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",77,0,8.75,0.5,"linear interpolation"
1725,810,"McNearny Lake","Lead-210",87,0,10.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",-23,0,0.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",-8,0,1.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",12,0,2.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",28,0,3.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",44,0,4.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",56,0,5.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",64,0,6.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",71,0,7.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",77,0,8.75,0.5,"linear interpolation"
3485,1432,"McNearny Lake","Lead-210",87,0,10.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",-27,0,0.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",-15,0,1.75,0.5,"linear interpolation"
